ocel_id;ocel_time
weigh_loaded_trucktr35;2024-06-03 14:53:48
weigh_loaded_trucktr47;2024-06-03 15:26:29
weigh_loaded_trucktr24;2024-06-03 15:31:21
weigh_loaded_trucktr46;2024-06-03 15:51:50
weigh_loaded_trucktr50;2024-06-03 15:54:43
weigh_loaded_trucktr23;2024-06-03 16:25:18
weigh_loaded_trucktr39;2024-06-03 16:46:44
weigh_loaded_trucktr27;2024-06-03 18:21:53
weigh_loaded_trucktr38;2024-06-04 07:54:10
weigh_loaded_trucktr18;2024-06-04 08:14:11
weigh_loaded_trucktr16;2024-06-04 08:24:09
weigh_loaded_trucktr41;2024-06-04 09:33:37
weigh_loaded_trucktr31;2024-06-04 10:01:25
weigh_loaded_trucktr14;2024-06-04 11:00:40
weigh_loaded_trucktr10;2024-06-04 11:08:33
weigh_loaded_trucktr8;2024-06-04 11:56:00
weigh_loaded_trucktr25;2024-06-04 12:14:01
weigh_loaded_trucktr19;2024-06-04 14:01:41
weigh_loaded_trucktr26;2024-06-04 14:42:02
weigh_loaded_trucktr44;2024-06-04 15:13:23
weigh_loaded_trucktr42;2024-06-04 15:50:42
weigh_loaded_trucktr30;2024-06-04 15:53:41
weigh_loaded_trucktr29;2024-06-04 16:40:37
weigh_loaded_trucktr17;2024-06-04 16:48:51
weigh_loaded_trucktr36;2024-06-04 16:52:29
weigh_loaded_trucktr7;2024-06-04 17:41:06
weigh_loaded_trucktr6;2024-06-04 17:41:30
weigh_loaded_trucktr49;2024-06-04 17:54:13
weigh_loaded_trucktr28;2024-06-05 08:23:58
weigh_loaded_trucktr40;2024-06-05 11:12:54
weigh_loaded_trucktr33;2024-06-05 12:41:22
weigh_loaded_trucktr22;2024-06-05 13:44:44
weigh_loaded_trucktr5;2024-06-05 13:51:45
weigh_loaded_trucktr48;2024-06-05 14:08:41
weigh_loaded_trucktr13;2024-06-05 14:53:12
weigh_loaded_trucktr37;2024-06-05 15:49:50
weigh_loaded_trucktr3;2024-06-05 16:18:57
weigh_loaded_trucktr32;2024-06-05 16:28:09
weigh_loaded_trucktr9;2024-06-05 17:03:34
weigh_loaded_trucktr1;2024-06-06 11:02:42
weigh_loaded_trucktr4;2024-06-06 12:18:06
weigh_loaded_trucktr11;2024-06-06 14:20:23
weigh_loaded_trucktr15;2024-06-06 15:31:59
weigh_loaded_trucktr21;2024-06-06 16:37:55
weigh_loaded_trucktr2;2024-06-07 08:00:05
